label,timeset,weight<total_link_strength>,weight<norm._citations>,score<citations>,score<norm._citations>,score<pub._year>,weight<links>,weight<citations>,cluster,title,source,description,url,id,main_topic
kockelman (2004),,82,0.3835,11,0.3835,2004,72,11,7,a new approach for travel demand modeling: linking roy's identity to discrete choice,transportation research part b-methodological,"<table><tr><td>Authors:</td><td>kockelman, km; krishnamurthy, s</td></tr><tr><td>Title:</td><td>a new approach for travel demand modeling: linking roy's identity to discrete choice</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 38(5), 459-475</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/s0191-2615(03)00076-6,2024,
chung (2004),,53,0.3486,10,0.3486,2004,38,10,6,waste management in guangdong cities: the waste management literacy and waste reduction preferences of domestic waste generators,environmental management,"<table><tr><td>Authors:</td><td>chung, ss; lo, cwh</td></tr><tr><td>Title:</td><td>waste management in guangdong cities: the waste management literacy and waste reduction preferences of domestic waste generators</td></tr><tr><td>Source:</td><td>environmental management, 33(5), 692-711</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1007/s00267-004-0020-2,2027,"{wast, manag, solid}"
vianna (2004),,47,0.5578,16,0.5578,2004,37,16,7,intelligent transportation systems and parking management: implementation potential in a brazilian city,cities,"<table><tr><td>Authors:</td><td>vianna, mmb; portugal, lds; balassiano, r</td></tr><tr><td>Title:</td><td>intelligent transportation systems and parking management: implementation potential in a brazilian city</td></tr><tr><td>Source:</td><td>cities, 21(2), 137-148</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.cities.2004.01.001,2033,"{park, space, price}"
pels (2004),,79,2.6494,76,2.6494,2004,63,76,1,the economics of airport congestion pricing,journal of urban economics,"<table><tr><td>Authors:</td><td>pels, e; verhoef, et</td></tr><tr><td>Title:</td><td>the economics of airport congestion pricing</td></tr><tr><td>Source:</td><td>journal of urban economics, 55(2), 257-277</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.jue.2003.10.003,2042,"{price, congest, road}"
phang (2004),,186,0.5229,15,0.5229,2004,124,15,1,road congestion pricing in singapore: 1975 to 2003,transportation journal,"<table><tr><td>Authors:</td><td>phang, sy; toh, rs</td></tr><tr><td>Title:</td><td>road congestion pricing in singapore: 1975 to 2003</td></tr><tr><td>Source:</td><td>transportation journal, 43(2), 16-25</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",,2048,
schwanen (2004),,235,3.5557,102,3.5557,2004,137,102,2,policies for urban form and their impact on travel: the netherlands experience,urban studies,"<table><tr><td>Authors:</td><td>schwanen, t; dijst, m; dieleman, fm</td></tr><tr><td>Title:</td><td>policies for urban form and their impact on travel: the netherlands experience</td></tr><tr><td>Source:</td><td>urban studies, 41(3), 579-603</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1080/0042098042000178690,2049,"{travel, mode, choic}"
santos (2004),,267,1.7779,51,1.7779,2004,155,51,1,distributional impacts of road pricing: the truth behind the myth,transportation,"<table><tr><td>Authors:</td><td>santos, g; rojey, l</td></tr><tr><td>Title:</td><td>distributional impacts of road pricing: the truth behind the myth</td></tr><tr><td>Source:</td><td>transportation, 31(1), 21-42</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1023/b:port.0000007234.98158.6b,2056,
karlaftis (2004),,69,2.9979,86,2.9979,2004,27,86,8,a dea approach for evaluating the efficiency and effectiveness of urban transit systems,european journal of operational research,"<table><tr><td>Authors:</td><td>karlaftis, mg</td></tr><tr><td>Title:</td><td>a dea approach for evaluating the efficiency and effectiveness of urban transit systems</td></tr><tr><td>Source:</td><td>european journal of operational research, 152(2), 354-364</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/s0377-2217(03)0029-8,2058,
verhoef (2004),,535,2.8934,83,2.8934,2004,233,83,1,product differentiation on roads - constrained congestion pricing with heterogeneous users,journal of transport economics and policy,"<table><tr><td>Authors:</td><td>verhoef, et; small, ka</td></tr><tr><td>Title:</td><td>product differentiation on roads - constrained congestion pricing with heterogeneous users</td></tr><tr><td>Source:</td><td>journal of transport economics and policy, 38, 127-156</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",,2074,
anderson (2004),,269,2.1613,62,2.1613,2004,155,62,7,the economics of pricing parking,journal of urban economics,"<table><tr><td>Authors:</td><td>anderson, sp; de palma, a</td></tr><tr><td>Title:</td><td>the economics of pricing parking</td></tr><tr><td>Source:</td><td>journal of urban economics, 55(1), 1-20</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.jue.2003.06.004,2075,"{park, space, price}"
lee (2004),,31,1.8824,54,1.8824,2004,24,54,4,regulatory and voluntary approaches for enhancing building energy efficiency,progress in energy and combustion science,"<table><tr><td>Authors:</td><td>lee, wl; yik, fwh</td></tr><tr><td>Title:</td><td>regulatory and voluntary approaches for enhancing building energy efficiency</td></tr><tr><td>Source:</td><td>progress in energy and combustion science, 30(5), 477-499</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.pecs.2004.03.002,2078,
kalmanje (2004),,285,0.244,7,0.244,2004,180,7,1,"credit-based congestion pricing - travel, land value, and welfare impacts",transportation finance,"<table><tr><td>Authors:</td><td>kalmanje, s; kockelman, km</td></tr><tr><td>Title:</td><td>credit-based congestion pricing - travel, land value, and welfare impacts</td></tr><tr><td>Source:</td><td>transportation finance, economics, and economic development 2004, (1864), 45-53</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",,2092,
chen (2004),,214,0.3835,11,0.3835,2004,115,11,1,solving the toll design problem with multiple user groups,transportation research part b-methodological,"<table><tr><td>Authors:</td><td>chen, m; bernstein, dh</td></tr><tr><td>Title:</td><td>solving the toll design problem with multiple user groups</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 38(1), 61-79</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/s0191-2615(03)00002-x,2096,
williams (2004),,58,0.7669,22,0.7669,2004,26,22,6,"maximising household waste recycling at civic amenity sites in lancashire, england",waste management,"<table><tr><td>Authors:</td><td>williams, id; taylor, c</td></tr><tr><td>Title:</td><td>maximising household waste recycling at civic amenity sites in lancashire, england</td></tr><tr><td>Source:</td><td>waste management, 24(9), 861-874</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.wasman.2004.02.002,2103,"{recycl, household, collect}"
dalen (2003),,42,1.911,39,1.911,2003,19,39,8,yardsticks on the road: regulatory contracts and cost efficiency in the norwegian bus industry,transportation,"<table><tr><td>Authors:</td><td>dalen, dm; gomez-lobo, a</td></tr><tr><td>Title:</td><td>yardsticks on the road: regulatory contracts and cost efficiency in the norwegian bus industry</td></tr><tr><td>Source:</td><td>transportation, 30(4), 371-386</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1023/a:1024784517628,2123,
giuliano (2003),,151,3.087,63,3.087,2003,120,63,2,another look at travel patterns and urban form: the us and great britain,urban studies,"<table><tr><td>Authors:</td><td>giuliano, g; narayan, d</td></tr><tr><td>Title:</td><td>another look at travel patterns and urban form: the us and great britain</td></tr><tr><td>Source:</td><td>urban studies, 40(11), 2295-2312</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1080/0042098032000123303,2130,"{travel, mode, choic}"
morgan (2003),,95,2.009,41,2.009,2003,46,41,4,"weather, clothing and thermal adaptation to indoor climate",climate research,"<table><tr><td>Authors:</td><td>morgan, c; de dear, r</td></tr><tr><td>Title:</td><td>weather, clothing and thermal adaptation to indoor climate</td></tr><tr><td>Source:</td><td>climate research, 24(3), 267-284</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.3354/cr024267,2132,"{heat, thermal, comfort}"
mayer (2003),,147,4.606,94,4.606,2003,108,94,1,"network effects, congestion externalities, and air traffic delays: or why not all delays are evil",american economic review,"<table><tr><td>Authors:</td><td>mayer, c; sinai, t</td></tr><tr><td>Title:</td><td>network effects, congestion externalities, and air traffic delays: or why not all delays are evil</td></tr><tr><td>Source:</td><td>american economic review, 93(4), 1194-1215</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1257/000282803769206269,2133,"{price, congest, road}"
shiftan (2003),,94,3.038,62,3.038,2003,82,62,2,scenario building as a tool for planning a sustainable transportation system,transportation research part d-transport and environment,"<table><tr><td>Authors:</td><td>shiftan, y; kaplan, s; hakkert, s</td></tr><tr><td>Title:</td><td>scenario building as a tool for planning a sustainable transportation system</td></tr><tr><td>Source:</td><td>transportation research part d-transport and environment, 8(5), 323-342</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/s1361-9209(03)00020-8,2139,
bresson (2003),,52,1.764,36,1.764,2003,37,36,8,the main determinants of the demand for public transport: a comparative analysis of england and france using shrinkage estimators,transportation research part a-policy and practice,"<table><tr><td>Authors:</td><td>bresson, g; dargay, j; madre, jl; pirotte, a</td></tr><tr><td>Title:</td><td>the main determinants of the demand for public transport: a comparative analysis of england and france using shrinkage estimators</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 37(7), 605-627</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/s0965-8564(03)00009-0,2142,
talen (2003),,112,2.205,45,2.205,2003,85,45,2,legalizing smart growth - an empirical study of land use regulation in illinois,journal of planning education and research,"<table><tr><td>Authors:</td><td>talen, e; knaap, g</td></tr><tr><td>Title:</td><td>legalizing smart growth - an empirical study of land use regulation in illinois</td></tr><tr><td>Source:</td><td>journal of planning education and research, 22(4), 345-359</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1177/0739456x03252486,2157,
pucher (2003),,117,9.5061,194,9.5061,2003,108,194,2,socioeconomics of urban travel: evidence from the 2001 nhts,transportation quarterly,"<table><tr><td>Authors:</td><td>pucher, j; renne, jl</td></tr><tr><td>Title:</td><td>socioeconomics of urban travel: evidence from the 2001 nhts</td></tr><tr><td>Source:</td><td>transportation quarterly, 57(3), 49-77</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,2162,
tsai (2003),,366,0.294,6,0.294,2003,188,6,1,the analysis of regulation on private highway investment under a build-operate-transfer scheme,transportation,"<table><tr><td>Authors:</td><td>tsai, jf; chu, cp</td></tr><tr><td>Title:</td><td>the analysis of regulation on private highway investment under a build-operate-transfer scheme</td></tr><tr><td>Source:</td><td>transportation, 30(2), 221-243</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1023/a:1022503428001,2170,
brownstone (2003),,63,3.626,74,3.626,2003,58,74,1,drivers' willingness-to-pay to reduce travel time: evidence from the san diego i-15 congestion pricing project,transportation research part a-policy and practice,"<table><tr><td>Authors:</td><td>brownstone, d; ghosh, a; golob, tf; kazimi, c; van amelsfort, d</td></tr><tr><td>Title:</td><td>drivers' willingness-to-pay to reduce travel time: evidence from the san diego i-15 congestion pricing project</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 37(4), 373-387</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/s0965-8564(02)00021-6,2171,
grodzinska-jurczak (2003),,52,0.539,11,0.539,2003,35,11,6,increasing participation in rational municipal waste management - a case study analysis in jaslo city (poland),resources conservation and recycling,"<table><tr><td>Authors:</td><td>grodzinska-jurczak, m; tarabula, m; read, ad</td></tr><tr><td>Title:</td><td>increasing participation in rational municipal waste management - a case study analysis in jaslo city (poland)</td></tr><tr><td>Source:</td><td>resources conservation and recycling, 38(1), 67-88</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/s0921-3449(02)00124-6,2177,
lin (2003),,64,0.882,18,0.882,2003,49,18,2,a bi-level programming model for the land use - network design problem,annals of regional science,"<table><tr><td>Authors:</td><td>lin, jj; feng, cm</td></tr><tr><td>Title:</td><td>a bi-level programming model for the land use - network design problem</td></tr><tr><td>Source:</td><td>annals of regional science, 37(1), 93-105</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1007/s001680200112,2180,"{model, network, optim}"
jenkins (2003),,192,5.047,103,5.047,2003,49,103,6,the determinants of household recycling: a material-specific analysis of recycling program features and unit pricing,journal of environmental economics and management,"<table><tr><td>Authors:</td><td>jenkins, rr; martinez, sa; palmer, k; podolsky, mj</td></tr><tr><td>Title:</td><td>the determinants of household recycling: a material-specific analysis of recycling program features and unit pricing</td></tr><tr><td>Source:</td><td>journal of environmental economics and management, 45(2), 294-318</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/s0095-0696(02)00054-2,2183,
