author,year,source,title,doi,main topics,smaller topics
"Sandulescu, E",2004,WASTE MANAGEMENT & RESEARCH,The contribution of waste management to the reduction of greenhouse gas emissions with applications in the city of Bucharest,10.1177/0734242X04048519,"{wast, manag, solid}; {emiss, carbon, ghg}; {recycl, household, collect}","{treatment, wastewat, plant}"
"Komiyama, R, Hayashi, T, Fujii, Y, Yamaji, K",2005,ELECTRICAL ENGINEERING IN JAPAN,Feasibility evaluation of on-site generator network by cooperative game theory,10.1002/eej.20052,"{model, network, optim}","{energi, build, consumpt}"
"Bertini, RL, Hansen, S, Byrd, A, Yin, T",2005,DATA INITIATIVES,Experience implementing a user service for archived intelligent transportation systems data,,,"{develop, sustain, plan}; {transit, rail, station}"
"Hensher, DA, Puckett, SM",2005,TRANSPORTATION,Refocusing the modelling of freight distribution: Development of an economic-based framework to evaluate supply chain behaviour in response to congestion charging,10.1007/s11116-004-7615-6,"{price, congest, road}","{develop, sustain, plan}; {urban, land, citi}; {model, network, optim}; {vehicl, electr, charg}; {polici, instrument, effect}; {transport, public, access}"
"Viton, PA",2004,JOURNAL OF TRANSPORT ECONOMICS AND POLICY,Will mixed logit change urban transport policies?,,"{model, network, optim}; {travel, mode, choic}; {transit, rail, station}","{bus, servic, oper}"
"Molina, M",2005,"ADVANCES IN INTELLIGENT COMPUTING, PT 2, PROCEEDINGS",An intelligent assistant for public transport management,,"{model, network, optim}; {develop, sustain, plan}","{transport, public, access}"
"Beevers, SD, Carslaw, DC",2005,ATMOSPHERIC ENVIRONMENT,The impact of congestion charging on vehicle speed and its implications for assessing vehicle emissions,10.1016/atmosenv.2005.08.021,"{vehicl, electr, charg}; {emiss, carbon, ghg}","{climat, chang, mitig}; {travel, mode, choic}; {price, congest, road}"
"Kaur, S, Nieuwenhuijsen, M, Colvile, R",2005,ATMOSPHERIC ENVIRONMENT,"Personal exposure of street canyon intersection users to PM2.5, ultrafine particle counts and carbon monoxide in Central. London, UK",10.1016/j.atmosenv.2005.02.046,"{air, pollut, qualiti}","{activ, school, health}; {bus, servic, oper}; {travel, mode, choic}"
"Atasoy, E, Dogeroglu, T, Kara, S",2004,WATER RESEARCH,The estimation of NMVOC emissions from an urban-scale wastewater treatment plant,10.1016/j.watres.2004.04.036,"{treatment, wastewat, plant}; {emiss, carbon, ghg}",
"Hess, DB, Taylor, BD, Yoh, AC",2005,"TRANSIT: PLANNING, MANAGEMENT AND MAINTENANCE, TECHNOLOGY, MARKETING AND FARE POLICY, AND CAPACITY AND QUALTIY OF SEVICE",Light rail lite or cost-effective improvements to bus service? Evaluating costs of implementing bus rapid transit,10.3141/1927-03,"{brt, bus, system}; {bus, servic, oper}; {transit, rail, station}","{develop, sustain, plan}"
"Hau, TD",2005,TRANSPORTMETRICA,"Economic fundamentals of road pricing: A diagrammatic analysis, Part I - Fundamentals",,"{price, congest, road}; {toll, lane, link}","{transport, public, access}; {develop, sustain, plan}; {vehicl, electr, charg}"
"Blythe, PT",2005,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,Congestion charging: Technical options for the delivery of future UK policy,10.1016/j.tra.2005.02.012,"{vehicl, electr, charg}; {price, congest, road}; {toll, lane, link}","{develop, sustain, plan}"
"Hendy, P",2005,PUBLIC MONEY & MANAGEMENT,New development: Exemplary provision of bus services - Is London a model for other conurbations?,10.1111/j.1467-9302.2005.00473.x,"{bus, servic, oper}; {develop, sustain, plan}","{transport, public, access}"
"Okamura, T, Matsyuhashi, R, Yoshida, Y, Hasegawa, H, Ishitani, H",2004,ELECTRICAL ENGINEERING IN JAPAN,CO2 reduction effect of the utilization of waste heat and solar heat in a city gas system,10.1002/eej.10369,"{heat, thermal, comfort}; {emiss, carbon, ghg}; {water, heat, suppli}; {model, network, optim}","{vehicl, electr, charg}"
"Suh, SD, Yang, KY",2005,RAILROADS: INTERCITY RAIL PASSENGER; TRACK DESIGN AND MAINTENANCE; AND OTHER TOPICS,Customers' reactions to the introduction of high-speed rail service - Korean train express,,"{bus, servic, oper}; {develop, sustain, plan}","{travel, mode, choic}; {transit, rail, station}; {transport, public, access}"
"Becich, MJ, Gilbertson, JR, Gupta, D, Patel, A, Grzybicki, DM, Raab, SS",2004,CLINICS IN LABORATORY MEDICINE,Pathology and patient safety: the critical role of pathology reduction and informatics in error quality initiatives,10.1016/j.cll.2004.05.019,"{develop, sustain, plan}; {activ, school, health}",
"Shimoda, Y, Fujii, T, Morikawa, T, Mizuno, M",2004,BUILDING AND ENVIRONMENT,Residential end-use energy simulation at city scale,10.1016/j.buildenv.2004.01.020,"{energi, build, consumpt}; {model, network, optim}","{urban, land, citi}"
"Godbey, GC, Caldwell, LL, Floyd, M, Payne, LL",2005,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,Contributions of leisure studies and recreation and park management research to the active living agenda,10.1016/j.amepre.2004.10.027,"{activ, school, health}; {park, space, price}; {develop, sustain, plan}",
"Tennant, A",2005,BMC PUBLIC HEALTH,Admission to hospital following head injury in England: Incidence and socio-economic associations,10.1186/1471-2458.-5-21,"{activ, school, health}; {develop, sustain, plan}","{travel, mode, choic}"
"Scott, J, Beydoun, D, Amal, R, Low, G, Cattle, J",2005,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,"Landfill management, leachate generation, and leach testing of solid wastes in Australia and overseas",10.1080/10643380590917969,"{wast, manag, solid}","{develop, sustain, plan}"
"Koh, WTH",2004,JOURNAL OF TRANSPORT ECONOMICS AND POLICY,Congestion control and vehicle ownership restriction - The choice of an optimal quota policy,,"{vehicl, electr, charg}; {price, congest, road}",
"Wang, HL, Magesan, GN, Kimberley, MO, Payn, TW, Wilks, PJ, Fisher, CR",2004,PLANT AND SOIL,Environmental and nutritional responses of a Pinus radiata plantation to biosolids application,10.1007/s11104-005-0107-4,"{treatment, wastewat, plant}","{water, heat, suppli}; {air, pollut, qualiti}"
"Wright, L, Fulton, L",2005,TRANSPORT REVIEWS,Climate change mitigation and transport in developing nations,10.1080/01441640500360951,"{emiss, carbon, ghg}; {develop, sustain, plan}","{transport, public, access}; {vehicl, electr, charg}"
"Hernandez, MG, Martin-Cejas, RR",2005,SUSTAINABLE DEVELOPMENT,Incentives towards sustainable management of the municipal solid waste on islands,10.1002/sd.241,"{wast, manag, solid}; {price, congest, road}","{bicycl, cycl, cyclist}; {treatment, wastewat, plant}; {polici, instrument, effect}; {urban, land, citi}; {develop, sustain, plan}"
"de Cea, J, Fernandez, JE, Dekock, V, Soto, A",2005,TRANSPORT REVIEWS,Solving network equilibrium problems on multimodal urban transportation networks with multiple user classes,10.1080/0144164042000335805,"{model, network, optim}; {travel, mode, choic}","{price, congest, road}"
"King, WC, Belle, SH, Brach, JS, Simkin-Silverman, LR, Soska, T, Kriska, AM",2005,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,Objective measures of neighborhood environment and physical activity in older women,10.1016/j.amepre.2005.02.001,"{activ, school, health}","{urban, land, citi}"
"Fisher, B, Costanza, R",2005,NATURE,Regional commitment to reducing emissions - Local policy in the United States goes some way towards countering anthropogenic climate change,10.1038/438301a,,
"Probert, EJ, Dawson, GF, Cockrill, A",2005,RESOURCES CONSERVATION AND RECYCLING,Evaluating preferences within the composting industry in Wales using a conjoint analysis approach,10.1016/j.resconrec.2005.03.001,"{wast, manag, solid}; {treatment, wastewat, plant}; {green, build, roof}","{develop, sustain, plan}"
"Kastner, W, Neugschwandtner, G, Soucek, S, Newman, HM",2005,PROCEEDINGS OF THE IEEE,Communication systems for building automation and control,10.1109/JPROC.2005.849726,"{heat, thermal, comfort}; {energi, build, consumpt}","{model, network, optim}; {develop, sustain, plan}"
"van Zuylen, H, Ouwehand, A",2005,"TRANSIT: INTERMODAL TRANSFER FACILITIES, RAIL, COMMUTER RAIL, LIGHT RAIL, AND MAJOR ACTVITY CENTER CIRCULATION SYSTEMS",Learning from a failed innovation process - Personal rapid transit for a Dutch city,,"{develop, sustain, plan}","{transport, public, access}"
"Tang, KX, Waters, NM",2005,PROGRESS IN PLANNING,"The Internet, GIS and public participation in transportation planning",10.1016/j.progress.2005.03.001,"{develop, sustain, plan}; {transport, public, access}",
"Ogilvie, D, Egan, M, Hamilton, V, Petticrew, M",2004,BRITISH MEDICAL JOURNAL,Promoting walking and cycling as an alternative to using cars: systematic review,10.1136/bmj.38216.714560.55,"{activ, school, health}","{travel, mode, choic}; {develop, sustain, plan}"
"Johnston, RA, Gao, SY, Clay, MJ",2005,TRANSPORTATION AND LAND DEVELOPMENT 2005,"Modeling long-range transportation and land use scenarios with citizen-generated policies in the Sacramento, California, Region",,"{travel, mode, choic}; {transit, rail, station}; {polici, instrument, effect}; {bus, servic, oper}; {emiss, carbon, ghg}; {urban, land, citi}","{price, congest, road}; {develop, sustain, plan}; {park, space, price}; {vehicl, electr, charg}"
"Cherry, CR, Tang, E, Deakin, E, Skabardonis, A",2005,"FREEWAY OPERATIONS, HIGH-OCCUPANCY VEHICLE SYSTEMS, TRAFFIC SIGNAL SYSTEMS, AND REGIONAL TRANSPORTATION SYSTEMS MANAGEMENT 2005",Analysis of freeway improvements for express bus service,,"{bus, servic, oper}; {model, network, optim}","{bicycl, cycl, cyclist}; {urban, land, citi}; {travel, mode, choic}; {price, congest, road}"
"Polsky, JY, Moineddin, R, Glazier, RH, Dunn, JR, Booth, GL",2014,CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE,Foodscapes of southern Ontario: Neighbourhood deprivation and access to healthy and unhealthy food retail,,"{urban, land, citi}; {activ, school, health}",
"Aviza, D, Turskis, Z",2014,JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT,An empirical analysis of correlation between the thickness of a thermal insulation layer of the floor and the payback period,10.3846/13923730.2014.937356,"{energi, build, consumpt}","{heat, thermal, comfort}; {develop, sustain, plan}"
"Vieira, AS, Beal, CD, Stewart, RA",2014,ENERGY AND BUILDINGS,"Residential water heaters in Brisbane, Australia: Thinking beyond technology selection to enhance energy efficiency and level of service",10.1016/j.enbuild.2014.07.007,"{water, heat, suppli}; {heat, thermal, comfort}; {energi, build, consumpt}","{vehicl, electr, charg}"
"An, S, Hu, XW, Wang, J",2014,TRANSPORT,A cumulative prospect theory approach to car owner mode choice behaviour prediction,10.3846/16484142.2014.983161,"{travel, mode, choic}; {price, congest, road}","{polici, instrument, effect}; {transport, public, access}"
"Sathaye, N",2014,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,The optimal design and cost implications of electric vehicle taxi systems,10.1016/j.trb.2014.05.009,"{vehicl, electr, charg}; {model, network, optim}; {develop, sustain, plan}",
"Wang, LL, Xu, JT, Qin, P",2014,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,"Will a driving restriction policy reduce car trips?-The case study of Beijing, China",10.1016/j.tra.2014.07.014,"{travel, mode, choic}; {polici, instrument, effect}; {air, pollut, qualiti}; {price, congest, road}","{transit, rail, station}; {toll, lane, link}; {park, space, price}"
"King, DA, Goldwyn, E",2014,TRANSPORT POLICY,Why do regulated jitney services often fail? Evidence from the New York City group ride vehicle project,10.1016/j.tranpol.2014.05.011,"{bus, servic, oper}; {transit, rail, station}; {develop, sustain, plan}","{vehicl, electr, charg}"
"Wang, JJ, Liu, Q",2014,JOURNAL OF TRANSPORT GEOGRAPHY,Understanding the parking supply mechanism in China: a case study of Shenzhen,10.1016/j.jtrangeo.2014.04.019,"{park, space, price}; {develop, sustain, plan}; {polici, instrument, effect}; {urban, land, citi}",
"Briante, O, Campolo, C, Iera, A, Molinaro, A, Paratore, SY, Ruggeri, G",2014,VEHICULAR COMMUNICATIONS,Supporting augmented floating car data through smartphone-based crowd-sensing,10.1016/j.vehcom.2014.08.0022214,"{model, network, optim}","{vehicl, electr, charg}; {develop, sustain, plan}"
"La Rosa, D, Barbarossa, L, Privitera, R, Martinico, F",2014,LAND USE POLICY,Agriculture and the city: A method for sustainable planning of new forms of agriculture in urban contexts,10.1016/j.landusepol.2014.06.014,"{urban, land, citi}; {bus, servic, oper}; {develop, sustain, plan}; {green, build, roof}","{model, network, optim}"
"Kopperoinen, L, Itkonen, P, Niemela, J",2014,LANDSCAPE ECOLOGY,Using expert knowledge in combining green infrastructure and ecosystem services in land use planning: an insight into a new place-based methodology,10.1007/s10980-014-0014-2,"{develop, sustain, plan}","{green, build, roof}"
"Hill, F, Watkins, R, Edwards, R",2014,BUILDING SERVICES ENGINEERING RESEARCH & TECHNOLOGY,Developing figures for 'gain' in relation to refrigerated cabinets in a supermarket building,10.1177/0143624413510165,"{heat, thermal, comfort}; {model, network, optim}; {energi, build, consumpt}",
"Anokye, NK, Pokhrel, S, Fox-Rushby, J",2014,INTERNATIONAL JOURNAL OF BEHAVIORAL NUTRITION AND PHYSICAL ACTIVITY,Economic analysis of participation in physical activity in England: implications for health policy,10.1186/s12966-014-0117-9,"{activ, school, health}; {price, congest, road}; {travel, mode, choic}","{polici, instrument, effect}"
"Magadzire, BP, Budden, A, Ward, K, Jeffery, R, Sanders, D",2014,BMC HEALTH SERVICES RESEARCH,"Frontline health workers as brokers: provider perceptions, experiences and mitigating strategies to improve access to essential medicines in South Africa",10.1186/s12913-014-0520-6,"{activ, school, health}; {develop, sustain, plan}","{bus, servic, oper}; {transport, public, access}"
"Iseki, H, Tingstrom, M",2014,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,"A new approach for bikeshed analysis with consideration of topography, street connectivity, and energy consumption",10.1016/j.compenvurbsys.2014.07.008,"{activ, school, health}; {develop, sustain, plan}","{urban, land, citi}; {transit, rail, station}; {bicycl, cycl, cyclist}; {model, network, optim}"
"Azari, R",2014,ENERGY AND BUILDINGS,Integrated energy and environmental life cycle assessment of office building envelopes,10.1016/j.enbuild.2014.06.041,"{heat, thermal, comfort}; {energi, build, consumpt}","{bicycl, cycl, cyclist}"
"Leurent, F, Chandakas, E, Poulhes, A",2014,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,"A traffic assignment model for passenger transit on a capacitated network: Bi-layer framework, line sub-models and large-scale application",10.1016/j.trc.2014.07.004,"{model, network, optim}; {transit, rail, station}; {vehicl, electr, charg}; {bus, servic, oper}",
"Zhang, D, Magalhaes, DJAV, Wang, XK",2014,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,"Prioritizing bicycle paths in Belo Horizonte City, Brazil: Analysis based on user preferences and willingness considering individual heterogeneity",10.1016/j.tra.2014.07.010,"{bicycl, cycl, cyclist}; {travel, mode, choic}",
"Prando, D, Patuzzi, F, Pernigotto, G, Gasparella, A, Baratieri, M",2014,APPLIED THERMAL ENGINEERING,Biomass gasification systems for residential application: An integrated simulation approach,10.1016/j.applthermaleng.2014.06.043,"{energi, build, consumpt}; {heat, thermal, comfort}; {water, heat, suppli}; {model, network, optim}","{develop, sustain, plan}"
"Kirnbauer, M, Baetz, B",2014,JOURNAL OF URBAN PLANNING AND DEVELOPMENT,Prototype Decision-Support System for Designing and Costing Municipal Green Infrastructure,10.1061/(ASCE)UP.1943-5444.0000191,"{green, build, roof}; {develop, sustain, plan}; {urban, land, citi}; {model, network, optim}","{park, space, price}"
"Kapsalyamova, Z, Mezher, T, Al Hosany, N, Tsai, IT",2014,SUSTAINABLE CITIES AND SOCIETY,Are low carbon cities attractive to cleantech firms? Empirical evidence from a survey,10.1016/j.scs.2014.05.005,"{emiss, carbon, ghg}; {develop, sustain, plan}; {urban, land, citi}","{activ, school, health}; {polici, instrument, effect}"
"Spearrin, RM, Triolo, R",2014,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,Natural gas-based transportation in the USA: economic evaluation and policy implications based on MARKAL modeling,10.1002/er.3199,"{vehicl, electr, charg}","{develop, sustain, plan}; {emiss, carbon, ghg}; {model, network, optim}; {energi, build, consumpt}"
"Lakhan, C",2014,RESOURCES CONSERVATION AND RECYCLING,"Exploring the relationship between municipal promotion and education investments and recycling rate performance in Ontario, Canada",10.1016/j.resconrec.2014.07.006,"{recycl, household, collect}","{polici, instrument, effect}; {develop, sustain, plan}"
"Merriman, LS, Hunt, WF",2014,JOURNAL OF ENVIRONMENTAL ENGINEERING,Maintenance versus Maturation: Constructed Storm-Water Wetland's Fifth-Year Water Quality and Hydrologic Assessment,10.1061/(ASCE)EE.1943-7870.0000861,"{treatment, wastewat, plant}; {water, heat, suppli}; {develop, sustain, plan}","{green, build, roof}; {air, pollut, qualiti}"
