label,timeset,weight<total_link_strength>,weight<norm._citations>,score<citations>,score<norm._citations>,score<pub._year>,weight<links>,weight<citations>,cluster,title,source,description,url,main_topic
buliung (2010),,42,0.6272,15,0.6272,2010,33,15,7,"=MID(N433,FIND(""Title:"",N433)+15,FIND(""<"",N433,FIND(""Title:"",N433)+15)-FIND(""Title:"",N433)-15)","=MID(N433,FIND(""Source:"",N433)+16,FIND("","",N433,FIND(""Source:"",N433)+15)-FIND(""Source:"",N433)-16)","<table><tr><td>Authors:</td><td>buliung, rn; soltys, k; bui, r; habel, c; lanyon, r</td></tr><tr><td>Title:</td><td>catching a ride on the information super-highway: toward an understanding of internet-based carpool formation and use</td></tr><tr><td>Source:</td><td>transportation, 37(6), 849-873</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1007/s11116-010-9266-0,"{travel, mode, choic}"
shen (2010),,168,0.2091,5,0.2091,2010,108,5,1,"=MID(N434,FIND(""Title:"",N434)+15,FIND(""<"",N434,FIND(""Title:"",N434)+15)-FIND(""Title:"",N434)-15)","=MID(N434,FIND(""Source:"",N434)+16,FIND("","",N434,FIND(""Source:"",N434)+15)-FIND(""Source:"",N434)-16)","<table><tr><td>Authors:</td><td>shen, w; zhang, hm</td></tr><tr><td>Title:</td><td>pareto-improving ramp metering strategies for reducing congestion in the morning commute</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 44(9), 676-696</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2010.07.002,"{travel, mode, choic}"
yang (2010),,150,3.4705,83,3.4705,2010,80,83,5,"=MID(N435,FIND(""Title:"",N435)+15,FIND(""<"",N435,FIND(""Title:"",N435)+15)-FIND(""Title:"",N435)-15)","=MID(N435,FIND(""Source:"",N435)+16,FIND("","",N435,FIND(""Source:"",N435)+15)-FIND(""Source:"",N435)-16)","<table><tr><td>Authors:</td><td>yang, l; sahlqvist, s; mcminn, a; griffin, sj; ogilvie, d</td></tr><tr><td>Title:</td><td>interventions to promote cycling: systematic review</td></tr><tr><td>Source:</td><td>british medical journal, 341</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1136/bmj.c5293,"{activ, school, health}"
niemela (2010),,159,3.7214,89,3.7214,2010,81,89,3,"=MID(N436,FIND(""Title:"",N436)+15,FIND(""<"",N436,FIND(""Title:"",N436)+15)-FIND(""Title:"",N436)-15)","=MID(N436,FIND(""Source:"",N436)+16,FIND("","",N436,FIND(""Source:"",N436)+15)-FIND(""Source:"",N436)-16)","<table><tr><td>Authors:</td><td>niemela, j; saarela, sr; soderman, t; kopperoinen, l; yli-pelkonen, v; vare, s; kotze, dj</td></tr><tr><td>Title:</td><td>using the ecosystem services approach for better planning and conservation of urban green spaces: a finland case study</td></tr><tr><td>Source:</td><td>biodiversity and conservation, 19(11), 3225-3243</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1007/s10531-010-9888-8,"{urban, land, citi}"
dhakal (2010),,279,2.2579,54,2.2579,2010,129,54,3,"=MID(N437,FIND(""Title:"",N437)+15,FIND(""<"",N437,FIND(""Title:"",N437)+15)-FIND(""Title:"",N437)-15)","=MID(N437,FIND(""Source:"",N437)+16,FIND("","",N437,FIND(""Source:"",N437)+15)-FIND(""Source:"",N437)-16)","<table><tr><td>Authors:</td><td>dhakal, s</td></tr><tr><td>Title:</td><td>ghg emissions from urbanization and opportunities for urban carbon mitigation</td></tr><tr><td>Source:</td><td>current opinion in environmental sustainability, 2(4), 277-283</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.cosust.2010.05.007,"{emiss, carbon, ghg}"
bader (2010),,137,1.798,43,1.798,2010,65,43,5,"=MID(N438,FIND(""Title:"",N438)+15,FIND(""<"",N438,FIND(""Title:"",N438)+15)-FIND(""Title:"",N438)-15)","=MID(N438,FIND(""Source:"",N438)+16,FIND("","",N438,FIND(""Source:"",N438)+15)-FIND(""Source:"",N438)-16)","<table><tr><td>Authors:</td><td>bader, mdm; purciel, m; yousefzadeh, p; neckerman, km</td></tr><tr><td>Title:</td><td>disparities in neighborhood food environments: implications of measurement strategies</td></tr><tr><td>Source:</td><td>economic geography, 86(4), 409-430</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1111/j.1944-8287.2010.01084.x,"{activ, school, health}"
moore (2010),,130,0.6272,15,0.6272,2010,120,15,2,"=MID(N439,FIND(""Title:"",N439)+15,FIND(""<"",N439,FIND(""Title:"",N439)+15)-FIND(""Title:"",N439)-15)","=MID(N439,FIND(""Source:"",N439)+16,FIND("","",N439,FIND(""Source:"",N439)+15)-FIND(""Source:"",N439)-16)","<table><tr><td>Authors:</td><td>moore, at; staley, sr; poole, rw</td></tr><tr><td>Title:</td><td>the role of vmt reduction in meeting climate change policy goals</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 44(8), 565-574</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2010.03.012,"{polici, instrument, effect}"
liu (2010),,275,0.5854,14,0.5854,2010,190,14,1,"=MID(N440,FIND(""Title:"",N440)+15,FIND(""<"",N440,FIND(""Title:"",N440)+15)-FIND(""Title:"",N440)-15)","=MID(N440,FIND(""Source:"",N440)+16,FIND("","",N440,FIND(""Source:"",N440)+15)-FIND(""Source:"",N440)-16)","<table><tr><td>Authors:</td><td>liu, sy; triantis, kp; sarangi, s</td></tr><tr><td>Title:</td><td>a framework for evaluating the dynamic impacts of a congestion pricing policy for a transportation socioeconomic system</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 44(8), 596-608</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2010.04.001,"{price, congest, road}"
sathaye (2010),,161,0.8363,20,0.8363,2010,119,20,1,"=MID(N441,FIND(""Title:"",N441)+15,FIND(""<"",N441,FIND(""Title:"",N441)+15)-FIND(""Title:"",N441)-15)","=MID(N441,FIND(""Source:"",N441)+16,FIND("","",N441,FIND(""Source:"",N441)+15)-FIND(""Source:"",N441)-16)","<table><tr><td>Authors:</td><td>sathaye, n; harley, r; madanat, s</td></tr><tr><td>Title:</td><td>unintended environmental impacts of nighttime freight logistics activities</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 44(8), 642-659</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2010.04.005,"{polici, instrument, effect}"
atkinson-palombo (2010),,123,0.7944,19,0.7944,2010,89,19,2,"=MID(N442,FIND(""Title:"",N442)+15,FIND(""<"",N442,FIND(""Title:"",N442)+15)-FIND(""Title:"",N442)-15)","=MID(N442,FIND(""Source:"",N442)+16,FIND("","",N442,FIND(""Source:"",N442)+15)-FIND(""Source:"",N442)-16)","<table><tr><td>Authors:</td><td>atkinson-palombo, c</td></tr><tr><td>Title:</td><td>comparing the capitalisation benefits of light-rail transit and overlay zoning for single-family houses and condos by neighbourhood type in metropolitan phoenix, arizona</td></tr><tr><td>Source:</td><td>urban studies, 47(11), 2409-2426</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1177/0042098009357963,"{transit, rail, station}"
purcell (2010),,77,0.5854,14,0.5854,2010,39,14,6,"=MID(N443,FIND(""Title:"",N443)+15,FIND(""<"",N443,FIND(""Title:"",N443)+15)-FIND(""Title:"",N443)-15)","=MID(N443,FIND(""Source:"",N443)+16,FIND("","",N443,FIND(""Source:"",N443)+15)-FIND(""Source:"",N443)-16)","<table><tr><td>Authors:</td><td>purcell, m; magette, wl</td></tr><tr><td>Title:</td><td>attitudes and behaviour towards waste management in the dublin, ireland region</td></tr><tr><td>Source:</td><td>waste management, 30(10), 1997-2006</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.wasman.2010.02.021,"{wast, manag, solid}"
neckerman (2010),,57,1.2962,31,1.2962,2010,28,31,5,"=MID(N444,FIND(""Title:"",N444)+15,FIND(""<"",N444,FIND(""Title:"",N444)+15)-FIND(""Title:"",N444)-15)","=MID(N444,FIND(""Source:"",N444)+16,FIND("","",N444,FIND(""Source:"",N444)+15)-FIND(""Source:"",N444)-16)","<table><tr><td>Authors:</td><td>neckerman, km; bader, mdm; richards, ca; purciel, m; quinn, jw; thomas, js; warbelow, c; weiss, cc; lovasi, gs; rundle, a</td></tr><tr><td>Title:</td><td>disparities in the food environments of new york city public schools</td></tr><tr><td>Source:</td><td>american journal of preventive medicine, 39(3), 195-202</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.amepre.2010.05.004,"{activ, school, health}"
keirstead (2010),,78,1.2544,30,1.2544,2010,68,30,3,"=MID(N445,FIND(""Title:"",N445)+15,FIND(""<"",N445,FIND(""Title:"",N445)+15)-FIND(""Title:"",N445)-15)","=MID(N445,FIND(""Source:"",N445)+16,FIND("","",N445,FIND(""Source:"",N445)+15)-FIND(""Source:"",N445)-16)","<table><tr><td>Authors:</td><td>keirstead, j; schulz, nb</td></tr><tr><td>Title:</td><td>london and beyond: taking a closer look at urban energy policy</td></tr><tr><td>Source:</td><td>energy policy, 38(9), 4870-4879</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2009.07.025,"{polici, instrument, effect}"
hankey (2010),,210,1.3798,33,1.3798,2010,144,33,2,"=MID(N446,FIND(""Title:"",N446)+15,FIND(""<"",N446,FIND(""Title:"",N446)+15)-FIND(""Title:"",N446)-15)","=MID(N446,FIND(""Source:"",N446)+16,FIND("","",N446,FIND(""Source:"",N446)+15)-FIND(""Source:"",N446)-16)","<table><tr><td>Authors:</td><td>hankey, s; marshall, jd</td></tr><tr><td>Title:</td><td>impacts of urban form on future us passenger-vehicle greenhouse gas emissions</td></tr><tr><td>Source:</td><td>energy policy, 38(9), 4880-4887</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2009.07.005,"{emiss, carbon, ghg}"
lin (2010),,98,2.2161,53,2.2161,2010,75,53,3,"=MID(N447,FIND(""Title:"",N447)+15,FIND(""<"",N447,FIND(""Title:"",N447)+15)-FIND(""Title:"",N447)-15)","=MID(N447,FIND(""Source:"",N447)+16,FIND("","",N447,FIND(""Source:"",N447)+15)-FIND(""Source:"",N447)-16)","<table><tr><td>Authors:</td><td>lin, jy; cao, b; cui, sh; wang, w; bai, xm</td></tr><tr><td>Title:</td><td>evaluating the effectiveness of urban energy conservation and ghg mitigation measures: the case of xiamen city, china</td></tr><tr><td>Source:</td><td>energy policy, 38(9), 5123-5132</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2010.04.042,
tsai (2010),,34,0.8781,21,0.8781,2010,25,21,6,"=MID(N448,FIND(""Title:"",N448)+15,FIND(""<"",N448,FIND(""Title:"",N448)+15)-FIND(""Title:"",N448)-15)","=MID(N448,FIND(""Source:"",N448)+16,FIND("","",N448,FIND(""Source:"",N448)+15)-FIND(""Source:"",N448)-16)","<table><tr><td>Authors:</td><td>tsai, wt</td></tr><tr><td>Title:</td><td>analysis of the sustainability of reusing industrial wastes as energy source in he industrial sector of taiwan</td></tr><tr><td>Source:</td><td>journal of cleaner production, 18(14), 1440-1445</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2010.05.004,
harsman (2010),,231,1.6307,39,1.6307,2010,145,39,7,"=MID(N449,FIND(""Title:"",N449)+15,FIND(""<"",N449,FIND(""Title:"",N449)+15)-FIND(""Title:"",N449)-15)","=MID(N449,FIND(""Source:"",N449)+16,FIND("","",N449,FIND(""Source:"",N449)+15)-FIND(""Source:"",N449)-16)","<table><tr><td>Authors:</td><td>harsman, b; quigley, jm</td></tr><tr><td>Title:</td><td>political and public acceptability of congestion pricing: ideology and self-interest</td></tr><tr><td>Source:</td><td>journal of policy analysis and management, 29(4), 854-u221</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1002/pam.20529,"{price, congest, road}"
basso (2010),,56,0.4181,10,0.4181,2010,39,10,8,"=MID(N450,FIND(""Title:"",N450)+15,FIND(""<"",N450,FIND(""Title:"",N450)+15)-FIND(""Title:"",N450)-15)","=MID(N450,FIND(""Source:"",N450)+16,FIND("","",N450,FIND(""Source:"",N450)+15)-FIND(""Source:"",N450)-16)","<table><tr><td>Authors:</td><td>basso, lj; jara-diaz, sr</td></tr><tr><td>Title:</td><td>the case for subsidisation of urban public transport and the mohring effect</td></tr><tr><td>Source:</td><td>journal of transport economics and policy, 44, 365-372</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",,
savage (2010),,116,0.4599,11,0.4599,2010,69,11,8,"=MID(N451,FIND(""Title:"",N451)+15,FIND(""<"",N451,FIND(""Title:"",N451)+15)-FIND(""Title:"",N451)-15)","=MID(N451,FIND(""Source:"",N451)+16,FIND("","",N451,FIND(""Source:"",N451)+15)-FIND(""Source:"",N451)-16)","<table><tr><td>Authors:</td><td>savage, i; small, ka</td></tr><tr><td>Title:</td><td>a comment on 'subsidisation of urban public transport and the mohring effect'</td></tr><tr><td>Source:</td><td>journal of transport economics and policy, 44, 373-380</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",,
parry (2010),,248,0.6272,15,0.6272,2010,160,15,8,"=MID(N452,FIND(""Title:"",N452)+15,FIND(""<"",N452,FIND(""Title:"",N452)+15)-FIND(""Title:"",N452)-15)","=MID(N452,FIND(""Source:"",N452)+16,FIND("","",N452,FIND(""Source:"",N452)+15)-FIND(""Source:"",N452)-16)","<table><tr><td>Authors:</td><td>parry, iwh; timilsina, gr</td></tr><tr><td>Title:</td><td>how should passenger travel in mexico city be priced?</td></tr><tr><td>Source:</td><td>journal of urban economics, 68(2), 167-182</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.jue.2010.03.009,"{toll, lane, link}"
bohm (2010),,220,1.6307,39,1.6307,2010,72,39,6,"=MID(N453,FIND(""Title:"",N453)+15,FIND(""<"",N453,FIND(""Title:"",N453)+15)-FIND(""Title:"",N453)-15)","=MID(N453,FIND(""Source:"",N453)+16,FIND("","",N453,FIND(""Source:"",N453)+15)-FIND(""Source:"",N453)-16)","<table><tr><td>Authors:</td><td>bohm, ra; folz, dh; kinnaman, tc; podolsky, mj</td></tr><tr><td>Title:</td><td>the costs of municipal waste and recycling programs</td></tr><tr><td>Source:</td><td>resources conservation and recycling, 54(11), 864-871</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.resconrec.2010.01.005,"{recycl, household, collect}"
bonsall (2010),,237,0.4599,11,0.4599,2010,134,11,7,"=MID(N454,FIND(""Title:"",N454)+15,FIND(""<"",N454,FIND(""Title:"",N454)+15)-FIND(""Title:"",N454)-15)","=MID(N454,FIND(""Source:"",N454)+16,FIND("","",N454,FIND(""Source:"",N454)+15)-FIND(""Source:"",N454)-16)","<table><tr><td>Authors:</td><td>bonsall, p; young, w</td></tr><tr><td>Title:</td><td>is there a case for replacing parking charges by road user charges?</td></tr><tr><td>Source:</td><td>transport policy, 17(5), 323-334</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2010.02.006,"{park, space, price}"
kato (2010),,150,0.5854,14,0.5854,2010,111,14,7,"=MID(N455,FIND(""Title:"",N455)+15,FIND(""<"",N455,FIND(""Title:"",N455)+15)-FIND(""Title:"",N455)-15)","=MID(N455,FIND(""Source:"",N455)+16,FIND("","",N455,FIND(""Source:"",N455)+15)-FIND(""Source:"",N455)-16)","<table><tr><td>Authors:</td><td>kato, h; kaneko, y; inoue, m</td></tr><tr><td>Title:</td><td>comparative analysis of transit assignment: evidence from urban railway system in the tokyo metropolitan area</td></tr><tr><td>Source:</td><td>transportation, 37(5), 775-799</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1007/s11116-010-9295-8,"{model, network, optim}"
guo (2010),,305,1.1708,28,1.1708,2010,190,28,1,"=MID(N456,FIND(""Title:"",N456)+15,FIND(""<"",N456,FIND(""Title:"",N456)+15)-FIND(""Title:"",N456)-15)","=MID(N456,FIND(""Source:"",N456)+16,FIND("","",N456,FIND(""Source:"",N456)+15)-FIND(""Source:"",N456)-16)","<table><tr><td>Authors:</td><td>guo, xl; yang, h</td></tr><tr><td>Title:</td><td>pareto-improving congestion pricing and revenue refunding with multiple user classes</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 44(8-9), 972-982</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.trb.2009.12.009,"{price, congest, road}"
clinch (2010),,155,0.2927,7,0.2927,2010,132,7,2,"=MID(N457,FIND(""Title:"",N457)+15,FIND(""<"",N457,FIND(""Title:"",N457)+15)-FIND(""Title:"",N457)-15)","=MID(N457,FIND(""Source:"",N457)+16,FIND("","",N457,FIND(""Source:"",N457)+15)-FIND(""Source:"",N457)-16)","<table><tr><td>Authors:</td><td>clinch, jp; o'neill, e</td></tr><tr><td>Title:</td><td>designing development planning charges: settlement patterns, cost recovery and public facilities</td></tr><tr><td>Source:</td><td>urban studies, 47(10), 2149-2171</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1177/0042098009357968,"{vehicl, electr, charg}"
forsyth (2010),,57,0.5018,12,0.5018,2010,51,12,3,"=MID(N458,FIND(""Title:"",N458)+15,FIND(""<"",N458,FIND(""Title:"",N458)+15)-FIND(""Title:"",N458)-15)","=MID(N458,FIND(""Source:"",N458)+16,FIND("","",N458,FIND(""Source:"",N458)+15)-FIND(""Source:"",N458)-16)","<table><tr><td>Authors:</td><td>forsyth, t</td></tr><tr><td>Title:</td><td>panacea or paradox? cross-sector partnerships, climate change, and development</td></tr><tr><td>Source:</td><td>wiley interdisciplinary reviews-climate change, 1(5), 683-696</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1002/wcc.68,"{climat, chang, mitig}"
blengini (2010),,96,1.7143,41,1.7143,2010,44,41,4,"=MID(N459,FIND(""Title:"",N459)+15,FIND(""<"",N459,FIND(""Title:"",N459)+15)-FIND(""Title:"",N459)-15)","=MID(N459,FIND(""Source:"",N459)+16,FIND("","",N459,FIND(""Source:"",N459)+15)-FIND(""Source:"",N459)-16)","<table><tr><td>Authors:</td><td>blengini, ga; di carlo, t</td></tr><tr><td>Title:</td><td>energy-saving policies and low-energy residential buildings: an lca case study to support decision makers in piedmont (italy)</td></tr><tr><td>Source:</td><td>international journal of life cycle assessment, 15(7), 652-665</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1007/s11367-010-0190-5,"{bicycl, cycl, cyclist}"
boyles (2010),,222,0.7944,19,0.7944,2010,146,19,1,"=MID(N460,FIND(""Title:"",N460)+15,FIND(""<"",N460,FIND(""Title:"",N460)+15)-FIND(""Title:"",N460)-15)","=MID(N460,FIND(""Source:"",N460)+16,FIND("","",N460,FIND(""Source:"",N460)+15)-FIND(""Source:"",N460)-16)","<table><tr><td>Authors:</td><td>boyles, sd; kockelman, km; waller, st</td></tr><tr><td>Title:</td><td>congestion pricing under operational, supply-side uncertainty</td></tr><tr><td>Source:</td><td>transportation research part c-emerging technologies, 18(4), 519-535</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.trc.2009.09.006,"{toll, lane, link}"
hamdouch (2010),,112,0.2927,7,0.2927,2010,64,7,1,"=MID(N461,FIND(""Title:"",N461)+15,FIND(""<"",N461,FIND(""Title:"",N461)+15)-FIND(""Title:"",N461)-15)","=MID(N461,FIND(""Source:"",N461)+16,FIND("","",N461,FIND(""Source:"",N461)+15)-FIND(""Source:"",N461)-16)","<table><tr><td>Authors:</td><td>hamdouch, y; lawphongpanich, s</td></tr><tr><td>Title:</td><td>congestion pricing for schedule-based transit networks</td></tr><tr><td>Source:</td><td>transportation science, 44(3), 350-366</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1287/trsc.1090.0312,"{model, network, optim}"
poudyal (2010),,48,0.669,16,0.669,2010,34,16,3,"=MID(N462,FIND(""Title:"",N462)+15,FIND(""<"",N462,FIND(""Title:"",N462)+15)-FIND(""Title:"",N462)-15)","=MID(N462,FIND(""Source:"",N462)+16,FIND("","",N462,FIND(""Source:"",N462)+15)-FIND(""Source:"",N462)-16)","<table><tr><td>Authors:</td><td>poudyal, nc; siry, jp; bowker, jm</td></tr><tr><td>Title:</td><td>urban forests' potential to supply marketable carbon emission offsets: a survey of municipal governments in the united states</td></tr><tr><td>Source:</td><td>forest policy and economics, 12(6), 432-438</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.forpol.2010.05.002,"{emiss, carbon, ghg}"
crawford (2010),,78,2.6342,63,2.6342,2010,53,63,5,"=MID(N463,FIND(""Title:"",N463)+15,FIND(""<"",N463,FIND(""Title:"",N463)+15)-FIND(""Title:"",N463)-15)","=MID(N463,FIND(""Source:"",N463)+16,FIND("","",N463,FIND(""Source:"",N463)+15)-FIND(""Source:"",N463)-16)","<table><tr><td>Authors:</td><td>crawford, d; cleland, v; timperio, a; salmon, j; andrianopoulos, n; roberts, r; giles-corti, b; baur, l; ball, k</td></tr><tr><td>Title:</td><td>the longitudinal influence of home and neighbourhood environments on children's body mass index and physical activity over 5 years: the clan study</td></tr><tr><td>Source:</td><td>international journal of obesity, 34(7), 1177-1187</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1038/ijo.2010.57,"{activ, school, health}"
